"cust_id","V1"
6639834,21
6799676,1
6879644,14
6909998,29
6969592,10
6999570,47
7009717,24
7009932,175
7029899,28
7039904,15
7109918,15
7119898,1
7159670,1
7189760,39
7199874,12
7249588,22
7259812,41
7299831,25
7389984,62
7409778,1
7500000,14
7569890,2
7589827,1
7609729,2
7619949,15
7669833,93
7719577,207
7729784,16
7729785,20
7729819,241
7759981,35
7779915,28
7839912,8
7949998,659
7989753,10
7989981,40
8009581,21
8089636,3
8189540,37
8209651,148
8209801,110
8209843,27
8229636,4
8259629,2
8279980,4
8289646,104
8309990,87
8329796,25
8359607,7
8359642,2
8409701,57
8429884,6
8509785,1
8639635,8
8649967,7
8669996,6
8679648,4
8679974,4
8699640,1
8699944,258
8709949,44
8729611,44
8729958,13
8739908,6
8779954,4
8809967,1
8839585,26
8899843,6
8929796,3
8989977,41
9019954,34
9049797,82
9109810,61
9119670,13
9119671,9
9149800,62
9199746,51
9209990,118
9249785,28
9289880,2
9379885,2
9389817,385
9409596,1
9439583,77
9439950,1
9489849,50
9499978,43
9509843,3
9509898,3
9519814,16
9599835,29
9599962,4
9699987,2
9739628,5
9829737,5
9879600,3
9879865,12
9909817,46
9939955,2
9949606,34
9949803,4
9969898,182
10119936,20
10129696,111
10149965,31
10179820,49
10179961,8
10279748,34
10279902,2
10279937,20
10319811,4
10339902,1
10359797,1
10359835,28
10369846,23
10469833,12
10469873,2
10529569,548
10569925,25
10669538,23
10799860,61
10809578,5
10839858,4
10859716,6
10859816,14
10939779,2
11109830,55
11119662,25
11129918,42
11229580,76
11249892,118
11279674,3
11309796,53
11349754,555
11419851,252
11439961,4
11469950,147
11529836,7
11529864,22
11549532,12
11549821,9
11589703,4
11589762,14
11599946,9
11599992,3
11599994,5
11609822,158
11639970,1
11669833,57
11719983,10
11789884,49
11799985,6
11819720,53
11949834,149
11979747,117
12079756,93
12099812,67
12129579,6
12139998,16
12159906,21
12159907,66
12189887,11
12189899,3
12189975,6
12189988,4
12249994,26
12279884,15
12299631,36
12299800,34
12399774,34
12619981,22
12649538,18
12709928,16
12719924,1
12719976,1
12779905,2
12839796,36
12899960,37
12949792,3
12959543,7
12969814,67
12979697,431
13029625,5
13069651,102
13079908,1
13099817,34
13209598,2
13269929,52
13319547,189
13359664,6
13359824,19
13489682,49
13559579,6
13669920,50
13689554,7
13719671,2
13739653,11
13739810,20
13739914,2
13759920,4
13939792,99
13949603,5
13979913,4
13999824,1
14029845,147
14049906,116
14099926,63
14109606,35
14139572,22
14169929,111
14199627,7
14229870,22
14289700,46
14329830,45
14379910,12
14379939,15
14419749,51
14429859,42
14549646,58
14549700,133
14549793,120
14579809,41
14659599,64
14719716,25
15059664,2
15059832,45
15089542,7
15129810,70
15149982,7
15159980,16
15199845,134
15249979,7
15259989,417
15310000,97
15399932,2
15419711,78
15479797,126
15499629,50
15529673,5
15549830,1
15549904,26
15629981,5
15659552,2
15669814,22
15679855,5
15769922,3
15789826,6
15819895,63
15869799,27
15869812,21
15879989,285
15979711,103
15979950,1
16019629,145
16059766,1
16119868,68
16129830,9
16129896,27
16189742,1
16209603,84
16229605,10
16239779,21
16269610,203
16269899,69
16329840,75
16339966,103
16379814,4
16419607,44
16419830,95
16429753,22
16479664,6
16489703,13
16529696,20
16549713,17
16589646,75
16599969,1
16659749,170
16709903,2
16739745,3
16739837,1
16749639,1
16819573,86
16829885,4
16869990,24
16909799,34
16919581,1
16939834,6
16949868,2
17029796,32
17139915,22
17179776,6
17189562,6
17229806,8
17229870,22
17299754,25
17309576,1
17319652,6
17319713,49
17329573,119
17329814,37
17409966,1
17419739,1
17449616,22
17459925,64
17479985,1
17499821,1
17499910,32
17539978,7
17579946,38
17619860,2
17619883,18
17639684,7
17659822,109
17709958,1
17759824,9
17779854,25
17809672,22
17849991,12
17889567,1
17929584,33
17929597,41
17939852,40
18009546,1
18019542,43
18079897,22
18079977,266
18129815,35
18139999,5
18179993,18
18189678,1
18229747,18
18239884,67
18249919,2
18259955,59
18259979,30
18279779,5
18359609,6
18409719,4
18479930,41
18539540,31
18549635,5
18559684,1
18559909,66
18569576,1
18609600,38
18639608,8
18739849,2
18769972,5
18769996,10
18789824,22
18819892,39
18859913,1
18900000,4
18909750,6
18959809,35
18979976,45
19009510,29
19019605,7
19069859,9
19089593,4
19089802,7
19229946,7
19269935,129
19269974,26
19389828,17
19399831,441
19419775,20
19559950,62
19599909,16
19649675,43
19689682,31
19729643,2
19789898,8
19859957,7
19879848,9
19899688,8
19919796,64
19959673,80
19969667,8
19979887,1
20009976,106
20039895,23
20129953,9
20139926,43
20179636,8
20219866,30
20239721,89
20269853,3
20339783,6
20389893,163
20399770,43
20419795,179
20429899,1
20459636,2
20469759,25
20509797,13
20549815,26
20559593,40
20559997,24
20579853,346
20689598,36
20729697,128
20759906,274
20779661,14
20799879,6
20829856,19
20859731,349
20869967,42
20919680,107
20919822,57
20929853,12
20939796,66
20959540,10
20969721,19
21139537,25
21159716,8
21199971,41
21259755,7
21319608,6
21389648,13
21429902,34
21439812,27
21469915,46
21479886,1
21489560,15
21509667,2
21589742,14
21619936,27
21629812,50
21659627,1
21699783,1
21709986,54
21729808,17
21739653,2
21839545,903
21859540,89
21909797,7
21959781,532
22009953,80
22079990,2
22099902,93
22119614,13
22149556,21
22199739,22
22219604,22
22339588,1
22419785,1
22519587,6
22559790,212
22579737,8
22619950,130
22639633,2
22659999,43
22689899,72
22699935,39
22699990,106
22729922,50
22789822,208
22849998,20
22869968,5
22909709,7
22929627,114
23049704,14
23109737,73
23169801,8
23229587,106
23259899,96
23279957,59
23299980,40
23319645,23
23319833,22
23389705,80
23479859,62
23519780,33
23519873,7
23529877,139
23539762,1
23599738,1
23629919,29
23689998,44
23719573,4
23729629,23
23729868,3
23899969,10
23969750,69
24019816,50
24039560,10
24069956,7
24089858,7
24109953,15
24149601,22
24259591,17
24279889,74
24319826,43
24319913,2
24459809,44
24479817,89
24489713,6
24509693,23
24589655,2
24699548,1
24719817,2
24769597,9
24909905,1
24969587,22
25009662,118
25069562,2
25079599,132
25089819,322
25109905,21
25159710,48
25179810,5
25249953,156
25429594,1
25469827,42
25499646,5
25499869,20
25509648,82
25509840,7
25639912,11
25759967,13
25769814,11
25869803,12
25899797,22
25949975,8
25979879,12
26019953,3
26039563,2
26079897,205
26159683,196
26169856,3
26249568,53
26259585,4
26259725,67
26379959,3
26429816,43
26469988,13
26539889,20
26589950,1
26619784,257
26639824,8
26659928,46
26749580,22
26809754,6
26839624,123
26869605,2
26889660,88
26939599,99
26949543,27
26949892,33
26949981,5
26959974,1
26979750,7
27009919,157
27159590,10
27179605,2
27199680,29
27239959,4
27249831,53
27249963,12
27309620,26
27349759,201
27359917,78
27359976,40
27379831,97
27459897,46
27469835,21
27769801,159
27769905,6
27799769,29
27839615,570
27839890,160
27949856,47
27999642,8
28019941,2
28049977,1
28069592,53
28119953,12
28149580,41
28149595,62
28169799,90
28179980,9
28189760,44
28229979,282
28329942,4
28469794,54
28519989,27
28569615,116
28589957,11
28659946,119
28679927,61
28719960,37
28739765,16
28799986,2
28839722,49
28839892,80
28879854,32
28899904,3
28959725,12
28959741,15
28979791,12
28999606,81
29029990,153
29039799,29
29039901,30
29049955,69
29059833,18
29119924,45
29159919,2
29249813,46
29309764,4
29329834,61
29349622,60
29379639,1
29419952,3
29549819,1
29569935,33
29579982,1
29629704,18
29639764,20
29659978,18
29699898,235
29739775,3
29759594,103
29759715,69
29759870,2
29769913,46
29779920,13
29819913,24
29909597,6
29929667,62
29989718,203
29999914,2
30019798,10
30039834,86
30159778,38
30189974,43
30199747,137
30259823,153
30279834,29
30309665,4
30329639,27
30349561,2
30379793,7
30509580,37
30699587,6
30729553,10
30739829,23
30769971,20
30789712,6
30789865,9
30829946,15
30919926,35
30939761,8
30939826,102
30949690,77
31009635,83
31039819,7
31069959,7
31069984,3
31079582,63
31179986,22
31239906,4
31249952,2
31259918,1
31309962,45
31339930,4
31399808,31
31409984,24
31429680,36
31469798,85
31469834,1
31499971,1
31529937,5
31529975,26
31569956,43
31619963,10
31659636,41
31709884,16
31719877,169
31739622,26
31809821,24
31829749,45
31849993,1
31879773,341
31929673,1
31929809,26
32019639,52
32229986,13
32239659,4
32329556,100
32329957,79
32409792,61
32429846,60
32489866,15
32529669,7
32559815,11
32589582,27
32629782,204
32699793,1
32759748,5
32829816,26
32869808,29
32989638,68
33029710,46
33059986,1
33099906,9
33099958,44
33119617,2
33119644,19
33119859,87
33159630,63
33169982,388
33249934,8
33269822,53
33289859,18
33289930,7
33349713,144
33359990,40
33399639,4
33419626,13
33419788,2
33489870,243
33519823,103
33569819,1
33629761,46
33669993,1
33729827,1
33809887,10
33869812,26
33879810,51
33909902,6
33919808,7
33949766,5
33989662,7
34019665,18
34019935,12
34089867,38
34099913,3
34119894,3
34139799,1
34159622,61
34179876,78
34179982,256
34259946,47
34369759,4
34399797,8
34409978,152
34439806,31
34469792,1
34479813,17
34519809,24
34569610,28
34609961,293
34639982,12
34669973,116
34679977,13
34699983,3
34789946,1
34809650,39
34959821,26
34959942,9
34979616,131
35009936,659
35019716,2
35079602,573
35119545,10
35129865,51
35219758,80
35269972,64
35359751,71
35399615,94
35409943,130
35429973,6
35499946,1
35559608,1
35599792,2
35629782,333
35669856,44
35749627,123
35769990,1
35909717,4
35929982,36
35999800,82
36039996,16
36049558,3
36059903,94
36139969,21
36189752,1
36209661,8
36259758,130
36259820,56
36269591,96
36279579,373
36389786,6
36429826,60
36469872,12
36489697,11
36499657,48
36499864,8
36549942,28
36559554,17
36589768,20
36719954,3
36739956,1
36749770,251
36759846,2
36769809,34
36779796,287
36829892,36
36849988,2
36919834,22
36969646,24
36989992,5
36999592,6
37009633,31
37019819,50
37079576,70
37089659,32
37099551,5
37129841,235
37139835,70
37159888,218
37169928,6
37239575,62
37279800,15
37289741,162
37339829,56
37349797,177
37359574,49
37479953,108
37489965,24
37549925,32
37689808,3
37719816,93
37749804,38
37769931,235
37809904,1
37809945,2
37849735,11
37849748,21
37929915,18
37939888,56
38059752,1
38079627,5
38109741,6
38159816,150
38199808,86
38209579,97
38259649,10
38369823,2
38479993,28
38489746,3
38539649,147
38559992,10
38579861,55
38589605,109
38589811,6
38599801,18
38669905,258
38679713,6
38679834,4
38689655,4
38699661,3
38789712,76
38809687,98
38809828,92
38829820,46
38839808,70
38879826,52
38899899,46
38919993,19
38939876,1
38999936,115
39089982,1
39099831,33
39139826,5
39200000,29
39209662,50
39209838,28
39219576,9
39229941,12
39249847,117
39269851,289
39279924,6
39289826,29
39339616,11
39369790,2
39389624,120
39409698,2
39479893,12
39499797,78
39529828,976
39539765,2
39539826,7
39539904,4
39539980,6
39539998,2
39579981,9
39659769,24
39669885,72
39679904,91
39699825,100
39709741,3
39719814,26
39789916,37
39809741,19
39819812,9
39849575,1
39849975,2
39919957,7
39939889,8
39959584,226
40029833,219
40039730,7
40099884,27
40099908,87
40149996,43
40199579,14
40199924,18
40199980,2
40209992,47
40309538,27
40369953,16
40409995,4
40419620,10
40419908,2
40429987,50
40549840,8
40549931,7
40709994,9
40729822,10
40769835,2
40779978,3
40789913,9
40819762,52
40889581,131
40889773,8
40939544,3
40959631,3
40969917,25
41009992,3
41029953,1
41039975,1
41049616,44
41049975,26
41069978,4
41189680,67
41309992,78
41439742,83
41449784,5
41449827,32
41459605,32
41459822,26
41479616,29
41499602,40
41519646,5
41539590,15
41539962,13
41579936,12
41619604,7
41659638,343
41679923,2
41709604,46
41759598,50
41759629,46
41879910,6
41919552,4
41969542,52
41979817,7
42109890,73
42119677,3
42139922,6
42179858,44
42199812,29
42229824,91
42249828,27
42289929,64
42389575,3
42399990,48
42409790,12
42469797,2
42469987,5
42509936,211
42509986,13
42519602,61
42609554,3
42609955,14
42659898,230
42689962,126
42739861,2
42749616,11
42789967,22
42879651,9
42909650,19
42939560,375
42949598,234
42969786,172
42979773,3
43089796,5
43129969,307
43169706,12
43229949,1
43259821,31
43349579,142
43359996,18
43429730,73
43469577,1
43479654,193
43499795,7
43519730,6
43599814,55
43609830,2
43689784,6
43689965,3
43739929,21
43849896,53
43899957,4
43909908,18
43919911,4
43989934,3
43999747,191
44019808,4
44029996,1
44059660,1
44059943,32
44099958,3
44149579,6
44209751,58
44269946,189
44299729,30
44319574,51
44349990,14
44379899,20
44419881,9
44439790,25
44459982,65
44529936,33
44729957,44
44769894,35
44829828,41
44889575,4
44969803,114
44979857,12
45019977,1
45029889,74
45069886,267
45089764,12
45089830,331
45089974,6
45229831,8
45289995,162
45309888,115
45409661,19
45459684,19
45539869,3
45559720,2
45639859,114
45679898,61
45729602,14
45729819,61
45769973,1
45789857,19
45839954,18
45939778,6
46079888,3
46149671,3
46179611,4
46199830,10
46239609,7
46319846,41
46369739,10
46409574,17
46409826,2
46439660,3
46519554,1
46539873,12
46549658,117
46609760,48
46639950,126
46769985,106
46839543,1
46869541,17
46869690,4
46869946,19
46899781,4
46959916,6
46959980,46
47029554,26
47169806,2
47189724,24
47249597,107
47299897,79
47329978,5
47339927,85
47409814,49
47609583,124
47649831,6
47719902,27
47739935,70
47769969,32
47779590,12
48009606,40
48019616,2
48029974,49
48049896,22
48049982,1
48119832,56
48129784,1
48209978,6
48249965,12
48319726,13
48339829,15
48379629,2
48419623,3
48419988,2
48469840,1
48479522,44
48549610,20
48549881,210
48589590,65
48589955,6
48629928,12
48659610,23
48669992,3
48709923,10
48739827,38
48749969,11
48769662,1
48769942,10
48819714,9
48909978,2
48909989,7
48919804,60
48939821,279
48949721,43
48989709,10
48999755,2
48999970,1
49029983,10
49049908,103
49159711,24
49189638,41
49199566,11
49249557,4
49309853,5
49349814,40
49359922,2
49459807,7
49479635,23
49519935,10
49559641,1
49579988,12
49619735,175
49689935,1
49789931,20
49809924,5
49829757,92
49929593,8
49929918,37
49939636,83
49939816,2
49939843,27
49979838,8
49989664,3
50039991,5
50069590,37
50069642,35
50079575,4
50099728,1
50099729,32
50099788,1
50099912,21
50129744,70
50219809,9
50239989,45
50259624,86
50309997,3
50339682,26
50359965,1
50369772,5
50379981,15
50389832,48
50399809,4
50399997,2
50479791,45
50479834,1
50509899,54
50579949,72
50599814,53
50629997,2
50639879,122
50649568,24
50669657,25
50669828,44
50709851,2
50729606,77
50759829,28
50769763,144
50799826,25
50799928,1
50869590,116
50869706,9
50879576,31
50879988,10
50939655,35
50979878,1
51059998,37
51079661,61
51099907,6
51129708,11
51149746,1
51169803,6
51199835,7
51239557,7
51329643,37
51399947,1
51459841,2
51459953,2
51589608,4
51619805,2
51629897,2
51669643,1
51689984,61
51719813,72
51719995,2
51799870,63
51829867,48
51849807,74
51919585,2
51939992,31
51999637,15
51999833,11
51999870,2
51999892,20
52039852,261
52089714,7
52089826,55
52109908,42
52129851,1
52309908,3
52319807,39
52419811,28
52419885,48
52449900,94
52459678,7
52499843,9
52639972,11
52649606,7
52809650,394
52829828,1
52859832,48
52929644,87
52959877,9
52959917,78
53119647,4
53139937,21
53179975,25
53229603,10
53229965,2
53239562,53
53249609,53
53249948,85
53259927,92
53299885,45
53309713,1
53369610,5
53379884,107
53409554,160
53449868,44
53449947,10
53529975,308
53529990,24
53579851,117
53619971,2
53629714,42
53709851,91
53769798,25
53799708,377
53899948,19
53919893,82
53969684,73
53989755,9
53989880,29
54029592,6
54039974,1
54069996,10
54079758,37
54079912,65
54079919,20
54099615,46
54129584,79
54179843,16
54199733,79
54279955,16
54339683,89
54369934,1
54399558,49
54479948,1
54489828,67
54489891,67
54649817,99
54669742,26
54749830,12
54779807,6
54799832,45
54929978,2
54949955,122
54959555,155
54979800,20
54989893,9
55039609,53
55049747,68
55149832,12
55169787,57
55219676,114
55239913,62
55259950,26
55289819,45
55299886,25
55329632,4
55349832,1
55349924,3
55389920,94
55529829,18
55559634,1
55559919,6
55709907,1
55769927,3
55879545,2
55919561,21
55919621,2
56009954,147
56089980,21
56119821,8
56119982,95
56129760,4
56129866,13
56139844,71
56229598,2
56239694,36
56279876,1
56289796,150
56449727,34
56519660,209
56569927,12
56659977,19
56679721,7
56739985,702
56759912,1
56779976,20
56829838,2
56889949,44
56909979,368
56939689,2
56969681,1
56989607,4
56999610,25
57009671,8
57019943,106
57049902,35
57069893,18
57149797,14
57199912,3
57199920,31
57289543,36
57289957,86
57359928,451
57419910,16
57459952,24
57520000,36
57549928,1
57619831,27
57619972,18
57659912,5
57669579,46
57719658,1
57759832,48
57799695,3
57799942,5
57889720,20
57919957,14
57979803,1
58059985,3
58199923,52
58209836,6
58269943,4
58279550,2
58309902,8
58309983,66
58329980,37
58399832,36
58449629,10
58449681,37
58559830,4
58629981,33
58639904,2
58669836,6
58769773,386
58769988,8
58809981,2
58819655,59
58839917,10
58839996,1
58879816,4
58929977,1
58939977,41
58949670,2
58989946,188
59029557,94
59059682,43
59089608,6
59099710,59
59179893,43
59219810,62
59279735,64
59319938,23
59329765,2
59359786,22
59499720,134
59499924,24
59519607,38
59589990,2
59599598,153
59639676,26
59669797,36
59669958,2
59679578,8
59689862,39
59709900,4
59719854,115
59739753,1
59759975,85
59769826,16
59819830,15
59869993,3
59879888,43
59899904,24
59909609,2
59909971,72
60009847,164
60019815,117
60029755,349
60039707,10
60049963,47
60219832,27
60239738,175
60319729,5
60329807,35
60329938,5
60429796,11
60449806,32
60489894,18
60549979,4
60549992,2
60559643,5
60569870,1
60629799,6
60769795,245
60779858,70
60789968,90
60809936,7
60819975,6
60829804,6
60889825,61
60889832,57
60939746,11
60969802,52
61019724,57
61069852,22
61079972,42
61149783,65
61219766,9
61249664,516
61279763,181
61289610,2
61309843,83
61339938,10
61469554,9
61469801,3
61499829,4
61529579,2
61719869,4
61729988,30
61759735,195
61789818,2
61839894,66
61889740,13
61889803,1
61919896,19
61939657,2
61939887,2
61959612,159
61959930,1
62019763,64
62019817,46
62099804,30
62129717,1010
62139531,21
62399718,47
62399740,62
62399994,1
62409736,46
62479947,29
62599880,1
62669953,46
62769677,37
62829619,1
62859966,108
62869571,23
62879840,53
62909989,23
62939953,2
62949989,35
62989950,2
63019959,2
63039825,12
63049872,37
63139548,3
63199955,1
63229694,4
63259722,1
63309633,2
63349691,1
63399980,2
63419988,1
63509900,26
63539889,24
63569918,1
63579822,9
63579949,87
63589910,24
63599623,13
63609863,162
63709814,10
63719981,2
63779936,48
63799630,9
63809842,47
63839979,42
63869936,2
63929565,1
63929904,9
63949860,14
63949979,6
63979788,6
64019655,20
64059881,36
64099956,282
64149775,86
64229824,25
64239835,1
64239851,28
64249836,3
64319815,3
64359903,458
64409709,33
64509719,10
64579878,31
64609895,105
64709684,43
64739972,147
64749986,16
64759586,49
64779718,36
64779948,3
64799826,2
64839997,2
64859710,23
64859979,2
64909636,18
64909661,1
64929903,1
64999969,1
65029545,7
65029719,20
65039619,21
65049997,44
65099620,1
65139834,20
65179986,21
65219785,6
65299949,34
65399826,7
65459812,65
65479796,6
65509546,367
65549825,69
65579819,45
65579845,77
65609656,3
65649582,30
65649793,2
65699592,8
65729971,8
65739596,1
65759658,6
65769567,2
65769896,13
65789981,18
65799580,14
65839972,3
65849722,3
65899897,16
65929545,255
65979993,1
66019815,1
66019821,18
66099545,1
66099876,6
66099964,26
66129983,2
66189789,85
66199939,2
66239749,2
66279802,105
66299997,1
66419918,12
66429982,1
66439704,71
66479901,6
66489859,1
66509585,20
66559969,23
66569958,2
66589830,48
66609791,2
66629698,16
66699922,1
66709763,17
66729562,159
66799954,7
66809959,24
66839833,22
66849888,36
66879562,8
66879569,2
66879577,5
66899795,50
66919896,1
66939745,72
67009556,44
67009584,209
67089984,148
67119753,6
67129945,28
67139562,50
67229965,6
67309964,1
67319647,81
67329707,10
67339719,3
67409885,9
67439562,33
67459546,7
67469921,9
67509816,60
67599630,1
67609936,12
67629896,6
67659643,29
67699657,4
67729754,6
67749584,100
67829568,1
67889974,3
67909561,3
67949591,2
68009817,21
68019634,165
68099681,2
68099971,25
68139746,65
68169950,1
68239797,25
68289745,589
68299561,25
68369880,15
68389615,6
68439677,2
68439903,189
68509607,9
68509954,2
68589994,33
68619793,39
68639606,185
68689878,13
68749835,132
68749880,5
68819812,18
68839859,27
68879713,2
68909835,29
68919783,102
68949819,49
68959870,12
69019951,92
69029593,1
69099802,118
69179754,25
69179948,331
69209817,12
69229945,8
69239726,19
69269800,16
69309950,18
69379845,44
69389918,2
69399738,2
69409831,45
69429786,176
69489826,8
69509703,6
69509749,71
69529738,31
69559881,60
69559945,62
69649953,170
69679884,17
69679968,6
69689978,6
69709708,1
69749710,2
69749797,82
69809783,25
69839807,25
69909540,19
69909968,1
69919605,116
69959834,5
70059831,63
70059863,3
70079843,60
70089938,26
70209913,140
70219963,1
70270000,47
70279725,2
70279969,2
70309918,67
70319620,42
70329964,61
70349809,2
70379721,85
70379921,7
70380000,11
70449806,2
70459591,1
70559769,26
70579807,24
70579924,33
70589893,30
70599860,96
70669917,95
70759790,167
70829837,2
70839908,17
70839933,6
70869780,26
70949630,28
71019917,34
71020000,75
71029783,21
71129978,1
71149834,25
71159650,246
71179887,4
71199923,1
71209919,3
71219980,1
71309569,14
71399913,89
71429829,10
71499931,9
71509893,125
71559616,1
71579537,145
71609855,1
71669903,45
71699882,14
71719832,5
71789886,3
71799691,20
71809778,9
71809833,241
71819962,18
71829568,3
71839643,1
71889910,3
71909986,6
71929719,23
71989811,24
72049829,8
72189942,13
72279819,3
72349555,4
72379577,33
72399600,49
72399803,12
72419745,25
72519850,18
72549599,5
72609885,247
72639834,1
72679677,139
72759832,67
72839693,1
72839836,2
72859930,2
72869805,77
72979864,2
72999965,25
73009929,4
73019562,3
73069709,60
73079933,16
73139771,83
73159948,27
73159973,41
73179549,7
73189683,22
73189722,2
73189903,1
73209996,1
73239605,1
73239833,150
73249656,74
73279933,146
73289682,7
73299659,33
73299969,15
73299981,24
73319677,3
73379750,4
73409724,1
73409941,51
73509796,579
73559939,31
73569895,47
73579859,7
73649581,392
73669554,54
73669876,1
73769816,94
73789554,9
73839683,23
73859548,2
73859929,15
73939814,555
74019963,7
74029934,4
74069769,89
74089696,98
74159809,70
74209587,561
74219800,2
74239716,1
74269884,7
74289807,1
74309851,18
74309995,8
74349745,24
74359817,43
74389832,453
74419982,157
74429670,8
74429898,83
74479587,15
74489998,27
74549897,25
74569796,12
74659912,70
74669916,69
74669958,61
74739641,182
74739978,1
74749638,268
74759887,2
74779598,1
74789979,118
74809914,39
74879910,220
74949747,60
75129816,264
75129821,3
75169913,1
75239975,4
75269684,4
75299897,22
75299916,25
75319661,5
75329669,5
75339977,33
75539901,34
75549562,96
75549816,13
75559630,149
75569745,8
75669812,93
75709662,9
75769598,1
75809879,17
75819974,7
75889885,4
75939806,117
75949846,5
75949929,4
75979514,8
75979969,26
76039920,56
76059832,195
76079978,131
76089832,13
76099821,24
76199769,1
76229762,19
76249815,205
76279937,44
76299582,1
76369797,4
76369975,9
76399832,107
76429997,41
76460000,24
76529594,33
76579556,29
76599959,12
76809855,2
76819642,42
76819747,8
76819950,85
76829675,13
76849847,27
76849997,6
76969972,1
77019931,2
77089648,363
77129998,73
77139652,26
77139788,1
77289788,23
77369939,8
77479938,4
77479993,1
77539710,4
77569814,134
77609665,6
77649923,11
77669755,41
77749881,1
77799544,5
77799644,5
77809802,2
77839644,41
77839901,14
77869553,7
77879866,37
77879888,51
77909617,6
77959825,168
77959895,9
77969898,87
78019832,1
78039536,2
78049770,98
78059777,3
78069803,22
78079582,35
78179922,38
78199697,50
78199831,13
78239888,61
78309835,23
78330000,53
78339680,14
78339888,134
78409837,48
78429815,27
78449900,24
78459916,14
78499979,12
78549981,9
78619843,25
78619916,35
78669648,81
78679975,15
78729631,35
78759625,3
78759718,43
78769700,1
78859660,11
78869857,7
78889809,29
78919580,1
78929863,250
78999898,39
79019839,5
79039801,5
79059792,1
79089986,1
79129744,2
79139509,17
79139829,21
79229648,92
79249895,12
79259680,89
79259993,1
79279662,49
79289768,25
79339603,5
79409989,28
79449633,74
79449658,71
79489632,84
79609857,37
79659939,65
79739971,3
79779843,2
79799813,21
79809829,178
79849706,6
79869779,54
79879661,8
79889682,15
79959979,20
79999656,15
80039814,63
80089813,113
80089936,135
80089949,6
80099819,3
80129949,10
80159773,14
80169689,3
80169901,85
80179655,1
80209969,3
80229611,3
80369908,9
80389915,57
80399800,71
80409648,44
80419730,2
80419802,388
80439521,16
80439782,2
80439984,8
80479816,145
80539808,4
80539979,18
80569915,6
80609826,4
80629973,48
80649955,46
80699930,6
80699953,101
80739634,51
80749872,5
80759973,11
80769887,23
80889920,3
80899687,3
80919939,245
80999929,2
81009939,7
81029916,35
81119695,6
81159947,21
81179966,203
81229883,12
81239800,48
81259764,2
81269578,23
81269643,32
81269713,1
81369704,265
81419681,6
81439671,6
81469663,3
81519841,10
81539535,31
81549832,8
81679574,305
81689633,9
81689893,1
81699634,5
81719591,14
81779569,6
81859891,45
81879929,1
81909760,15
81919570,1
81919572,4
81919904,4
81929930,10
81969930,30
82049898,48
82069956,1
82169628,219
82179835,2
82189810,97
82339747,42
82379618,11
82389963,11
82399811,3
82409594,9
82489826,128
82569822,446
82589880,48
82629970,2
82669531,7
82669849,274
82679819,214
82719851,33
82789987,1
82839732,37
82849654,1
82989540,31
83039821,14
83109639,1
83109711,17
83119509,34
83119587,42
83149812,18
83159986,4
83199926,23
83209896,59
83239808,89
83259898,29
83259986,2
83279823,8
83309979,44
83339966,1
83359833,48
83419755,6
83439608,3
83519981,35
