"cust_id","V1"
13679928,2
13689850,9
13729945,45
13769999,3
13899534,4
13929537,175
13929850,95
13949935,7
13969766,14
13989700,12
14059710,64
14159599,28
14179738,48
14199834,36
14309662,4
14329558,61
14409895,20
14419556,440
14419563,1
14479725,10
14559662,15
14669804,4
14719635,12
14739576,6
14749832,20
14909976,21
15009613,2
15009953,37
15109873,9
15139814,23
15169987,16
15199829,79
15239611,7
15359610,17
15459631,2
15509606,34
15509934,17
15519754,126
15529926,30
15549888,109
15559932,22
15569982,2
15589929,17
15599711,2
15749826,37
15759675,4
15809722,4
15819652,2
15949656,1
15959606,6
15979510,25
16069767,13
16179985,85
16339676,15
16349598,1
16419540,109
16430000,11
16449548,1
16509833,3
16629819,5
16699953,1
16719959,6
16739664,22
16789947,35
16869636,4
16869787,2
16949753,1
17049579,23
17059826,1
17099785,10
17139799,44
17159606,6
17159782,655
17189675,5
17199977,52
17219697,9
17269835,84
17279985,1
17289971,2
17349753,3
17409889,22
17599808,20
17619922,8
17739616,8
17749886,8
17759647,7
17799733,28
17849930,83
17889753,20
18129832,156
18149540,23
18179799,19
18229557,77
18249950,6
18259541,3
18309830,11
18409710,172
18409815,246
18419746,1
18539923,27
18579998,2
18919651,22
18919757,9
18939947,99
19039659,115
19139547,23
19159878,6
19199994,3
19229772,8
19259969,25
19320000,4
19349984,86
19379779,2
19379796,13
19449799,206
19549791,36
19609624,52
19699799,1
19719996,12
19729955,98
19739886,63
19769843,10
19779847,6
19779848,7
19849674,1
19879521,33
19909975,177
19969914,1
20009638,106
20219986,5
20229931,4
20259998,1
20279547,1
20279661,2
20349771,12
20379814,20
20389593,3
20409730,22
20509604,14
20529913,39
20529923,7
20539890,132
20589880,34
20599652,8
20619997,10
20649953,196
20679895,61
20719976,32
20739871,113
20889980,12
20899797,104
20929985,19
21079546,2
21079559,60
21269988,9
21359556,8
21369794,20
21439592,2
21549911,4
21569591,15
21599620,1
21609771,30
21619825,120
21639654,9
21669751,2
21859752,1
22009897,8
22029987,42
22079669,11
22339898,318
22419851,1
22439624,36
22439784,2
22459707,48
22509962,1
22569636,242
22679929,34
22729979,16
22759817,10
22799572,11
22819564,4
22859731,8
22889812,101
22939972,3
23029712,31
23029779,1
23039531,2
23089930,3
23100000,5
23229586,4
23239648,14
23309801,3
23369979,25
23429800,38
23439588,176
23449859,6
23559561,1
23649756,124
23669807,21
23669979,49
23759562,64
23779821,15
23799921,2
23859646,11
23889588,17
23929953,1
23989990,7
24039599,25
24159946,24
24169831,127
24179683,6
24349844,12
24419577,27
24429757,43
24449853,1
24469899,21
24509760,38
24609776,10
24639807,50
24649640,42
24679862,3
24679865,6
24739975,6
24889696,497
24939852,2
25069822,43
25089826,26
25099966,23
25129731,24
25159873,1
25229774,4
25229808,13
25249826,33
25259809,154
25309923,13
25319895,151
25359828,6
25399559,4
25399583,8
25559576,1020
25609602,2
25619583,9
25739825,2
25749578,58
25759842,9
25819605,12
25819660,73
25849797,14
25869839,35
25949912,6
25989563,1
26019577,14
26159689,128
26329982,56
26349578,5
26349863,1
26389660,1
26389911,56
26419823,88
26449934,22
26449992,10
26589855,33
26649939,32
26699837,24
26699963,80
26739689,42
26769899,28
27039629,105
27099534,4
27119910,18
27129674,33
27149825,9
27289843,31
27469820,1
27580000,3
27649776,12
27699971,1
27819946,122
27849869,22
27929590,431
27929857,3
27949946,6
27959865,1
27989743,6
27999930,10
28029784,19
28039946,5
28109611,4
28169923,3
28179947,3
28189832,1
28199726,7
28219577,212
28249829,32
28359592,20
28389996,28
28399785,8
28589626,25
28599796,28
28629904,1
28749536,1
28769569,1
28819678,1
28939576,41
28939820,39
28979677,2
29069808,27
29089643,2
29269959,29
29399906,2
29419730,24
29429982,3
29459817,30
29489772,24
29509888,8
29529981,40
29579764,44
29589795,141
29629991,20
29639940,7
29669904,2
29989562,81
30019658,887
30029935,9
30039913,6
30039992,9
30049971,5
30189723,1
30199820,65
30219921,33
30249998,29
30259801,80
30329982,18
30349833,47
30409918,20
30429758,3
30469807,72
30599986,3
30669825,5
30699691,414
30789991,1
30919566,2
31009864,3
31079522,2
31099800,12
31119816,82
31189563,7
31199828,5
31199832,30
31269801,10
31319598,9
31359876,56
31419977,2
31429684,14
31549991,7
31629879,1
31669796,4
31739724,1
31789934,11
31829841,10
31839558,20
31859800,33
31879538,4
31889912,1
31929940,10
31959704,23
32079942,11
32239576,2
32289868,6
32419982,22
32439773,56
32449996,4
32479788,13
32489834,83
32489909,1
32519627,798
32539695,46
32539994,20
32549604,8
32549648,37
32559820,13
32569990,3
32619707,25
32669761,30
32679949,1
32699523,206
32859596,2
32899755,30
32929755,4
33079933,12
33209568,1
33309653,1
33349832,9
33459796,1
33479771,8
33529955,2
33569574,4
33599647,4
33659873,3
33659887,1
33699866,32
33769969,64
33789794,47
33809641,26
33829740,5
33879855,1
33889986,61
33979834,5
33989604,1
34029900,23
34079887,20
34189966,1
34219876,50
34219942,3
34219961,6
34259807,21
34399619,2
34399626,163
34409832,21
34419810,1
34559611,13
34579537,7
34589863,16
34609618,2
34629733,180
34699653,19
34779562,4
34789611,1
34819737,3
34849868,38
34859957,5
34999968,6
35019965,62
35179678,1326
35189958,1
35199607,20
35209712,12
35239958,99
35299659,8
35389919,10
35439967,6
35489977,26
35619711,4
35629919,31
35699915,4
35749659,2
35769599,4
35829769,10
35909909,12
35999835,21
36109982,110
36169605,11
36229885,55
36259638,1
36349611,291
36389888,2
36829577,25
36849621,57
36849993,1
36859904,30
36899981,3
36939661,114
37109806,16
37259652,1
37289862,6
37299949,2
37369708,126
37379638,3
37379702,1
37549587,31
37589569,4
37589768,17
37589999,23
37869658,28
37919949,10
37959830,12
37989556,25
38039576,27
38109665,2
38129982,17
38169913,7
38169981,35
38219619,4
38219810,3
38249885,46
38269885,46
38269966,48
38279998,7
38389636,31
38399997,12
38479729,5
38509607,1
38519569,20
38609885,16
38659977,38
38709981,1190
38719830,53
38769971,51
38849787,35
38889633,1
38999517,36
39229823,170
39279860,6
39309918,29
39339906,11
39389734,104
39389981,27
39489900,3
39629993,7
39669546,11
39669775,24
39679584,24
39689967,1
39789826,2
39929975,1
40019979,34
40069636,79
40079773,54
40099958,4
40109950,13
40199978,1
40289891,44
40289972,16
40319981,30
40399791,36
40419707,31
40429901,3
40479996,9
40489721,2
40499727,1
40619813,76
40749822,72
40859733,5
40989640,3
41029517,45
41089967,1
41089978,30
41109906,3
41189997,40
41219986,4
41239813,44
41299937,7
41389536,1
41419975,46
41519671,20
41589878,50
41639955,2
41679950,20
41699814,13
41759776,2
41769638,1
41769930,4
41779549,3
41809980,1
41939652,68
41979677,5
42099958,12
42139929,57
42169852,5
42279850,6
42329595,8
42359976,1
42389814,23
42529970,3
42539716,5
42539880,4
42569792,10
42659994,57
42789969,187
42809735,417
42889548,13
42939627,4
42949939,56
43089572,67
43249812,40
43299990,6
43489996,56
43509764,151
43579989,6
43599932,9
43609745,4
43629876,55
43739813,37
43779760,1
43919990,62
44109785,43
44159991,50
44229986,15
44339934,6
44399695,2
44419979,7
44489989,6
44499963,4
44549955,1
44599687,1
44629969,1
44699716,265
44729971,2
44809845,31
44839717,47
44879963,5
44889679,26
44949980,1
44989801,3
45109834,8
45109866,52
45189809,19
45209934,31
45249531,62
45259561,1
45349978,1
45369949,46
45419827,161
45429844,126
45489867,84
45489884,86
45519694,50
45519715,34
45529655,3
45539850,120
45569630,60
45569795,23
45679726,1
45719537,122
45809866,42
45819856,2
45849808,55
45959837,4
45959960,27
46029903,37
46069693,122
46129828,34
46139907,3
46139968,65
46249668,7
46269615,1
46279833,7
46289575,3
46339602,38
46349979,2
46379873,26
46439894,46
46449630,1
46489831,3
46519606,3
46679670,66
46699634,3
46719931,1
47029730,3
47029943,2
47149976,9
47349990,21
47409797,49
47409871,5
47469765,2
47529837,14
47589797,34
47649796,12
47659578,187
47729807,23
47809735,66
47879594,4
47929986,1
48019673,2
48029585,19
48069561,6
48179755,4
48199798,82
48219933,4
48289855,348
48309975,68
48439956,35
48669585,1
48709972,19
48749819,74
48909704,61
48939584,57
48939983,10
48999830,7
49069712,8
49179906,4
49189990,7
49309956,5
49379834,3
49579941,71
49609755,4
49639781,1
49639933,200
49659730,27
49719951,20
49729853,82
49789746,21
49859934,32
49969853,3
50019950,30
50029548,1
50129771,17
50199580,12
50229998,3
50259604,84
50279938,114
50379698,3
50439680,21
50519931,1
50609992,39
50619780,6
50619836,3
50639616,94
50639809,65
50689836,1
50739836,2
50739844,82
50759830,4
50779606,1
50949713,13
50949814,6
51029625,7
51269972,1
51289742,6
51459976,3
51499826,13
51559819,7
51629592,5
51639797,1
51749997,7
51839574,4
52059965,31
52259796,2
52279824,30
52289857,73
52319605,1
52349656,52
52349770,26
52349905,1
52369762,52
52379615,1
52429990,2
52509997,81
52589819,28
52639869,4
52709691,14
52829873,5
52909570,49
52919840,8
52969671,2
53019591,1
53109955,7
53129539,24
53129773,40
53179532,38
53249980,5
53309984,10
53449605,42
53509827,64
53559575,23
53599809,1
53729782,31
53799867,16
53819793,82
53839654,25
53849651,1
53849921,38
53869803,9
54019593,6
54049864,2
54099557,21
54429589,12
54469761,30
54469953,36
54509624,3
54519800,33
54539682,6
54589520,1
54589844,5
54599800,22
54639610,88
54679586,1
54759595,7
54809974,14
54839800,89
54869841,11
54949540,4
54969569,44
54979969,4
54989628,71
55059561,1
55129910,19
55139982,426
55199779,11
55399994,7
55409579,11
55489886,93
55579896,63
55699764,3
55709533,221
55779990,434
55869945,19
55889624,335
55959848,32
56149577,24
56149590,4
56209832,35
56229796,1
56239978,5
56269571,27
56269606,3
56269748,99
56279796,10
56299930,15
56539933,49
56569752,2
56609839,37
56669958,5
56679912,1
56699649,21
56869794,4
56889552,5
56969964,16
57109871,14
57199969,16
57269625,4
57329797,23
57339809,197
57369659,1
57369844,55
57439643,3
57479971,28
57569923,1
57599576,113
57679879,1
57779591,14
57789687,10
57919773,5
57969866,2
58039870,26
58089939,11
58119935,15
58159515,9
58209801,1
58249797,47
58389878,3
58439523,1
58439884,3
58519636,100
58559816,10
58599654,4
58639830,23
58689825,69
58889636,25
58899766,5
58969880,57
59099831,4
59179928,3
59249576,38
59259713,20
59299812,43
59369958,12
59499852,176
59509843,7
59559595,6
59619855,6
59629547,24
59679800,20
59679971,50
59729930,6
59749784,1
59749870,22
59849516,5
59899635,36
59909834,8
59999830,6
60069975,2
60099935,6
60100000,7
60119515,110
60119643,7
60189708,3
60200000,31
60259886,22
60309703,114
60389566,2
60399926,40
60449987,32
60479987,9
60499971,37
60529868,7
60569562,1
60569577,12
60669998,33
60819949,52
61079531,14
61089639,1
61109732,9
61109941,2
61159843,9
61179722,21
61259904,3
61319998,41
61389597,4
61399975,13
61449984,4
61499780,21
61639671,12
61649933,1
61659735,2
61779671,79
61859612,128
61869951,1
61889820,2
61889839,6
61899950,28
61939986,3
61999616,4
61999856,1
62009827,6
62009942,13
62099717,35
62109730,1
62299906,8
62369802,6
62409748,1
62439913,2
62449962,3
62459786,6
62469946,21
62599919,28
62719735,183
62719926,6
62739992,1
62759768,21
62789923,18
62949975,111
62959814,59
63019856,16
63059929,23
63159673,36
63299929,475
63349831,18
63369809,5
63409992,22
63459902,8
63459959,16
63469735,16
63509609,113
63599590,446
63649991,1
63709996,3
63799646,35
63819976,20
63839683,61
63899694,1
63979942,56
64049949,41
64069923,6
64089950,1
64099831,29
64119580,58
64169960,2
64299942,5
64319980,696
64369978,8
64429608,5
64449830,28
64519961,1
64519986,8
64589819,86
64669806,6
64719938,3
64799525,176
64819730,3
64829730,76
64899643,25
64899815,7
64929783,66
64929799,7
64959795,19
64999730,7
65099621,7
65119552,1
65239815,98
65259829,8
65339810,2
65349949,94
65429612,43
65459841,10
65679985,50
65739938,24
65929895,3
65929992,6
65939863,1
65959646,8
65979562,28
65999648,49
66009928,8
66069532,7
66069693,20
66079851,83
66129646,37
66139812,15
66159554,47
66219731,81
66239536,83
66239864,4
66269728,7
66289886,2
66289964,41
66319699,11
66319982,41
66359753,17
66449585,55
66689534,24
66699998,40
66709995,192
66749695,127
66839835,30
66929615,72
66949913,14
66959841,2
67029936,11
67039605,14
67049638,426
67249553,2
67249587,20
67329998,6
67369569,996
67509817,61
67559669,2
67569923,60
67599741,3
67619798,5
67709946,20
67809883,1
67859611,761
67979994,1
67989606,1
67999857,7
68069545,2
68089953,21
68239779,257
68239997,2
68299523,3
68409645,54
68439887,93
68539890,91
68549780,1
68589912,2
68599655,35
68659566,4
68679959,1
68799871,36
68859924,127
68949918,11
68969662,1
68989594,43
69019529,1
69169796,117
69239998,18
69319972,338
69459891,7
69479719,6
69539822,2
69549988,24
69579818,11
69679897,77
69779841,32
69819808,2
69909898,2
69959577,22
69989793,5
70099717,2
70189834,405
70309838,29
70329843,1
70339834,7
70369969,33
70439600,13
70549834,3
70559953,23
70589922,26
70669999,33
70789997,2
70889587,20
70909617,85
70919617,9
71119850,38
71129575,2
71179542,1
71279796,19
71329542,22
71349736,15
71369976,253
71389946,3
71439816,24
71449796,3
71509928,2
71579997,1
71669972,1
71719998,18
71809698,1
71829928,11
71869923,3
71889894,8
71929824,5
72059657,15
72159948,1
72219563,32
72429887,2
72509958,31
72529697,3
72549831,49
72569853,18
72579609,9
72609931,15
72659597,79
72659929,88
72689666,23
72729561,170
72729602,57
72739822,160
72809876,455
72899594,6
72919657,8
72919811,3
72939858,24
72959946,4
72989999,5
72999968,21
73049516,253
73139910,7
73159551,5
73189606,22
73449706,25
73469878,1
73519861,3
73529750,19
73549824,3
73589829,1
73639655,1
73809611,10
73819979,15
73839831,7
73839894,35
73879797,424
73889900,24
73909623,21
73929558,1
74019541,4
74049890,9
74179524,20
74249611,24
74259671,2
74319978,13
74559817,96
74569670,7
74589824,70
74629735,68
74639901,38
74709993,2
74799872,1
74849831,6
74859553,25
74859999,6
74909637,1
74959935,11
75029867,8
75069811,13
75109623,11
75129832,14
75219661,6
75269948,20
75329875,56
75389970,123
75409579,2
75469954,15
75569703,1
75599971,8
75639628,13
75659942,2
75719566,3
75719844,68
75779882,41
75789809,1
75859738,27
75909887,90
75929995,75
75989819,5
76059635,6
76109834,143
76119926,18
76169797,26
76219912,11
76239895,36
76499800,40
76519764,14
76549902,1
76579546,20
76579907,4
76709825,110
76759978,43
76859612,3
76879567,228
76959946,62
76999748,10
77089808,67
77229619,3
77249761,1
77289542,3
77309847,230
77349561,2
77349930,1
77569887,28
77639836,8
77679883,13
77749835,67
77759601,68
77789650,3
77819937,1
77839825,3
77889863,9
77919579,38
77939826,110
77949814,25
77989975,2
78029616,36
78099516,45
78119662,161
78139938,3
78179904,106
78259975,5
78279826,63
78339527,106
78339923,3
78359952,2
78409577,5
78419719,9
78439721,40
78509919,2
78639616,10
78649817,1
78669628,31
78799978,147
78879816,23
78899800,94
78919950,14
78979573,39
78989819,5
78999683,837
79039800,4
79119626,11
79129939,34
79149851,7
79409981,46
79429800,15
79479948,192
79499693,2
79569929,12
79599632,28
79629558,25
79639834,22
79779652,3
79899777,1
79899874,30
79919866,26
79949897,2
80069689,1
80069996,10
80219994,15
80269990,25
80299946,4
80399571,6
80409886,21
80439905,4
80479935,5
80519632,5
80539880,2
80579973,1
80629683,15
80669666,2
80699587,293
80719913,28
80859701,13
80859813,223
80909980,168
80919772,2
80969585,12
81029960,1
81049951,18
81079854,11
81189569,30
81209806,2
81229635,3
81279937,7
81379598,1
81429816,55
81449814,55
81459814,26
81469859,1
81549614,23
81609864,22
81629963,3
81629971,30
81769683,45
81849885,52
81859594,1
81889835,7
81919616,10
82029850,2
82039956,1
82049535,42
82059815,2
82099697,1
82179662,51
82209908,16
82239825,4
82269603,3
82309624,29
82309911,1
82309986,45
82459923,29
82499585,47
82549990,1
82579930,6
82599846,129
82639687,5
82639994,2
82649574,1
82759879,40
82789919,9
82919972,1
82949979,5
83089666,21
83199794,2
83229822,26
83279866,12
83299569,21
83299589,20
83299721,32
83339905,2
83359599,1
83419887,3
83429800,35
83469980,5
83549697,6
83549946,7
83619996,9
83659994,5
83869839,26
83889800,31
83919699,378
83969811,76
83999556,46
84009734,27
84019658,1
84059829,27
84089627,1
84109976,67
84119696,59
84129714,7
84299926,14
84349578,43
84369903,5
84379758,37
84409914,21
84449994,7
84559883,69
84639746,2
84689543,46
84729890,1
84729958,4
84829725,2
84829936,142
84839632,12
84869542,20
84949644,20
84959905,7
85129830,14
85149539,86
85169864,102
85219833,46
85259959,12
85269784,4
85289658,60
85399668,6
85429551,1
85549965,59
85589964,4
85639865,15
85739554,2
85739846,2
85739994,18
85769568,4
85799976,4
85859943,2
85879755,66
85949697,26
86079977,3
86129543,34
86129641,10
86179680,6
86189590,28
86189762,1
86199539,11
86239819,319
86339876,18
86339952,643
86349736,10
86409806,9
86499800,58
86559607,5
86679882,4
86849786,70
86849834,67
86869834,21
86899849,15
86909534,1
87039572,21
87119995,204
87149622,2
87239592,40
87279960,2
87299835,33
87319727,2
87320000,2
87379789,5
87419994,20
87429821,8
87459819,234
87479548,20
87629809,30
87679991,3
87739601,128
87769639,5
87849705,6
87869696,1
87979599,72
88059865,1
88179938,10
88269797,88
88359903,51
88459980,14
88499773,16
88569667,51
88629929,61
88639546,94
88689910,277
88699811,20
88729945,52
88749671,2
88829796,125
88829885,14
88899873,5
89029528,47
89089557,4
89089730,11
89159772,2
89159979,2
89169833,36
89199579,15
89299811,7
89339811,1
89379863,62
89389697,2
89399904,6
89419760,21
89439828,79
89459995,14
89529591,65
89529739,3
89529986,29
89599832,20
89639644,4
89649730,3
89889832,41
89919975,4
89969638,3
90069974,43
90079817,152
90119678,18
90129995,3
90219881,5
90249515,3
90249987,2
90299538,2
90299561,5
90349796,48
90379916,19
90389762,22
90409906,21
90459720,122
90459829,61
90499735,2463
90539600,121
90669591,54
90709724,20
90749982,7
90829886,2
90839815,35
90859781,330
90889526,5
90889812,6
90959548,4
90999657,118
90999744,27
91049795,43
91059640,3
91079833,10
91289977,1
91379569,13
91419829,2
91499807,3
91509855,4
91539726,55
91579746,3
91579905,70
91589663,15
91599586,7
91599814,10
91639703,1
91669577,15
91709522,18
91719646,7
91729619,155
91789641,18
91809811,25
91859522,43
91929619,5
92019822,92
92039545,65
92039782,1
92049834,10
92199878,6
92229970,74
92259554,2
92289730,6
92399624,8
92489739,42
92619600,2
92629572,100
92769887,47
92779572,60
93039647,63
93049717,53
93089941,1
93149872,4
93159652,92
93199828,47
93299781,15
93369800,1
93409897,89
93589983,18
93779706,1
93789719,27
93799706,2
93809928,2
93819972,1
93869930,3
93959956,7
94049559,12
94069585,27
94069930,7
94119776,2
94189736,51
94269638,2
94389911,3
94509555,37
94529800,115
94689979,75
94789789,2
94869963,7
94899681,149
94909934,8
94919926,1
95179832,2
95389989,3
95409578,78
95569587,8
95689596,24
95709546,119
95849800,10
95889599,2
95899598,8
95919954,7
95989578,7
95999982,2
96009798,24
96079641,72
96109842,32
96319541,46
96349637,6
96419641,8
96499842,10
96539725,71
96549641,1
96579641,52
96579842,2
96599575,16
96599589,11
96659926,66
96669862,2
96769578,13
96839921,5
96879976,1
96909541,50
96929576,8
97079642,64
97109795,26
97149978,10
97259933,1
97279893,46
97289589,1
97329906,8
97379654,6
97449981,3
97729823,60
97729967,1
97829955,3
97839972,11
97989982,2
97999975,20
98109807,7
98209999,1
98229688,13
98309933,2
98379608,27
98419981,4
98439796,2
98459877,2
98569581,110
98579849,4
98619777,56
98629943,2
98679969,3
98709618,106
98729746,2
98849515,19
98859516,5
98879983,2
98899775,4
98899912,3
98909970,23
98939712,17
98939819,29
99039751,93
99079981,2
99149829,17
99189590,9
99189821,21
99249677,3
99269889,34
99319674,21
99329937,25
99369997,18
99379938,13
99519741,4
99559843,5
99569634,31
99569937,1
99579555,18
99639980,7
99649638,7
99849772,4
99879872,2
99899717,33
99989987,4
